RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,IDSHPT,SPECINST,TEXTTRX,ORDRNBR,CUSTPO,INVCDESC,DATEINVC,FISCYR,FISCPER,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,AMTDUE,IDSHIPNBR
RECTYPE,CNTBTCH,CNTITEM,CNTLINE,IDDIST,TEXTDESC,AMTEXTN,TAXSTTS1,AMTTAX1,IDACCTREV
RECTYPE,CNTBTCH,CNTITEM,CNTPAYM,DATEDUE,AMTDUE
5,AL0125004,13,121,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,121,QTY,1
5,AL0125004,13,121,RATE,165.34
5,AL0125004,13,121,UNIT,Unit
2,AL0125004,13,122,S,Rokiah Binti Ramli (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,122,FV,0.00
5,AL0125004,13,122,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,122,QTY,0
5,AL0125004,13,122,RATE,0
5,AL0125004,13,122,UNIT,
2,AL0125004,13,123,,Over Time 1.5,660.96,2,0.00,3102-324
5,AL0125004,13,123,FV,660.96
5,AL0125004,13,123,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,123,QTY,36
5,AL0125004,13,123,RATE,18.36
5,AL0125004,13,123,UNIT,Unit
2,AL0125004,13,124,,Auto Allowance,100.00,2,0.00,3102-324
5,AL0125004,13,124,FV,100.00
5,AL0125004,13,124,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,124,QTY,1
5,AL0125004,13,124,RATE,100
5,AL0125004,13,124,UNIT,Unit
2,AL0125004,13,125,,Day Shift Allowance,130.00,2,0.00,3102-324
5,AL0125004,13,125,FV,130.00
5,AL0125004,13,125,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,125,QTY,13
5,AL0125004,13,125,RATE,10
5,AL0125004,13,125,UNIT,Unit
2,AL0125004,13,126,,Perfect Attendance,100.00,2,0.00,3102-324
5,AL0125004,13,126,FV,100.00
5,AL0125004,13,126,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,126,QTY,1
5,AL0125004,13,126,RATE,100
5,AL0125004,13,126,UNIT,Unit
2,AL0125004,13,127,,EPF,19.00,2,0.00,3102-324
5,AL0125004,13,127,FV,19.00
5,AL0125004,13,127,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,127,QTY,1
5,AL0125004,13,127,RATE,19
5,AL0125004,13,127,UNIT,Unit
2,AL0125004,13,128,,SOCSO,14.85,2,0.00,3102-324
5,AL0125004,13,128,FV,14.85
5,AL0125004,13,128,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,128,QTY,1
5,AL0125004,13,128,RATE,14.85
5,AL0125004,13,128,UNIT,Unit
2,AL0125004,13,129,,EIS,1.70,2,0.00,3102-324
5,AL0125004,13,129,FV,1.70
5,AL0125004,13,129,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,129,QTY,1
5,AL0125004,13,129,RATE,1.7
5,AL0125004,13,129,UNIT,Unit
2,AL0125004,13,130,,Admin Fee,106.85,1,8.55,3102-324
5,AL0125004,13,130,FV,106.85
5,AL0125004,13,130,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,130,QTY,1
5,AL0125004,13,130,RATE,106.85
5,AL0125004,13,130,UNIT,Unit
2,AL0125004,13,131,S,SUHAIDA BINTI SUDIN (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,131,FV,0.00
5,AL0125004,13,131,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,131,QTY,0
5,AL0125004,13,131,RATE,0
5,AL0125004,13,131,UNIT,
2,AL0125004,13,132,,Over Time 1.5,430.80,2,0.00,3102-324
5,AL0125004,13,132,FV,430.80
5,AL0125004,13,132,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,132,QTY,24
5,AL0125004,13,132,RATE,17.95
5,AL0125004,13,132,UNIT,Unit
2,AL0125004,13,133,,Auto Allowance,60.00,2,0.00,3102-324
5,AL0125004,13,133,FV,60.00
5,AL0125004,13,133,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,133,QTY,1
5,AL0125004,13,133,RATE,60
5,AL0125004,13,133,UNIT,Unit
2,AL0125004,13,134,,Day Shift Allowance,130.00,2,0.00,3102-324
5,AL0125004,13,134,FV,130.00
5,AL0125004,13,134,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,134,QTY,13
5,AL0125004,13,134,RATE,10
5,AL0125004,13,134,UNIT,Unit
2,AL0125004,13,135,,Perfect Attendance,100.00,2,0.00,3102-324
5,AL0125004,13,135,FV,100.00
5,AL0125004,13,135,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,135,QTY,1
5,AL0125004,13,135,RATE,100
5,AL0125004,13,135,UNIT,Unit
2,AL0125004,13,136,,EPF,19.00,2,0.00,3102-324
5,AL0125004,13,136,FV,19.00
5,AL0125004,13,136,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,136,QTY,1
5,AL0125004,13,136,RATE,19
5,AL0125004,13,136,UNIT,Unit
2,AL0125004,13,137,,SOCSO,11.35,2,0.00,3102-324
5,AL0125004,13,137,FV,11.35
5,AL0125004,13,137,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,137,QTY,1
5,AL0125004,13,137,RATE,11.35
5,AL0125004,13,137,UNIT,Unit
2,AL0125004,13,138,,EIS,1.30,2,0.00,3102-324
5,AL0125004,13,138,FV,1.30
5,AL0125004,13,138,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,138,QTY,1
5,AL0125004,13,138,RATE,1.3
5,AL0125004,13,138,UNIT,Unit
2,AL0125004,13,139,,Admin Fee,82.13,1,6.57,3102-324
5,AL0125004,13,139,FV,82.13
5,AL0125004,13,139,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,139,QTY,1
5,AL0125004,13,139,RATE,82.13
5,AL0125004,13,139,UNIT,Unit
2,AL0125004,13,140,S,Fakhriani Binti Hamid (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,140,FV,0.00
5,AL0125004,13,140,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,140,QTY,0
5,AL0125004,13,140,RATE,0
5,AL0125004,13,140,UNIT,
2,AL0125004,13,141,,No Pay Leave for Jan,-163.56,2,0.00,3102-324
5,AL0125004,13,141,FV,-163.56
5,AL0125004,13,141,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,141,QTY,3
5,AL0125004,13,141,RATE,-54.52
5,AL0125004,13,141,UNIT,Day(s)
2,AL0125004,13,142,,Over Time 2.0,549.84,2,0.00,3102-324
5,AL0125004,13,142,FV,549.84
5,AL0125004,13,142,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,142,QTY,24
5,AL0125004,13,142,RATE,22.91
5,AL0125004,13,142,UNIT,Unit
2,AL0125004,13,143,,Auto Allowance,100.00,2,0.00,3102-324
5,AL0125004,13,143,FV,100.00
5,AL0125004,13,143,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,143,QTY,1
5,AL0125004,13,143,RATE,100
5,AL0125004,13,143,UNIT,Unit
2,AL0125004,13,144,,Day Shift Allowance,100.00,2,0.00,3102-324
5,AL0125004,13,144,FV,100.00
5,AL0125004,13,144,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,144,QTY,10
5,AL0125004,13,144,RATE,10
5,AL0125004,13,144,UNIT,Unit
2,AL0125004,13,145,,EPF,-11.00,2,0.00,3102-324
5,AL0125004,13,145,FV,-11.00
5,AL0125004,13,145,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,145,QTY,1
5,AL0125004,13,145,RATE,-11
5,AL0125004,13,145,UNIT,Unit
2,AL0125004,13,146,,SOCSO,7.85,2,0.00,3102-324
5,AL0125004,13,146,FV,7.85
5,AL0125004,13,146,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,146,QTY,1
5,AL0125004,13,146,RATE,7.85
5,AL0125004,13,146,UNIT,Unit
2,AL0125004,13,147,,EIS,0.90,2,0.00,3102-324
5,AL0125004,13,147,FV,0.90
5,AL0125004,13,147,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,147,QTY,1
5,AL0125004,13,147,RATE,0.9
5,AL0125004,13,147,UNIT,Unit
2,AL0125004,13,148,,Admin Fee,48.18,1,3.85,3102-324
5,AL0125004,13,148,FV,48.18
5,AL0125004,13,148,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,148,QTY,1
5,AL0125004,13,148,RATE,48.18
5,AL0125004,13,148,UNIT,Unit
2,AL0125004,13,149,,HRDF,-1.64,2,0.00,3102-324
5,AL0125004,13,149,FV,-1.64
5,AL0125004,13,149,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,149,QTY,1
5,AL0125004,13,149,RATE,-1.64
5,AL0125004,13,149,UNIT,Unit
2,AL0125004,13,150,S,Rusmaniza Binti Harun (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,150,FV,0.00
5,AL0125004,13,150,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,150,QTY,0
5,AL0125004,13,150,RATE,0
5,AL0125004,13,150,UNIT,
2,AL0125004,13,151,,Over Time 1.5,680.76,2,0.00,3102-324
5,AL0125004,13,151,FV,680.76
5,AL0125004,13,151,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,151,QTY,36
5,AL0125004,13,151,RATE,18.91
5,AL0125004,13,151,UNIT,Unit
2,AL0125004,13,152,,Over Time 2.0,605.04,2,0.00,3102-324
5,AL0125004,13,152,FV,605.04
5,AL0125004,13,152,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,152,QTY,24
5,AL0125004,13,152,RATE,25.21
5,AL0125004,13,152,UNIT,Unit
2,AL0125004,13,153,,Auto Allowance,100.00,2,0.00,3102-324
5,AL0125004,13,153,FV,100.00
5,AL0125004,13,153,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,153,QTY,1
5,AL0125004,13,153,RATE,100
5,AL0125004,13,153,UNIT,Unit
2,AL0125004,13,154,,Day Shift Allowance,160.00,2,0.00,3102-324
5,AL0125004,13,154,FV,160.00
5,AL0125004,13,154,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,154,QTY,16
5,AL0125004,13,154,RATE,10
5,AL0125004,13,154,UNIT,Unit
2,AL0125004,13,155,,Perfect Attendance,100.00,2,0.00,3102-324
5,AL0125004,13,155,FV,100.00
5,AL0125004,13,155,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,155,QTY,1
5,AL0125004,13,155,RATE,100
5,AL0125004,13,155,UNIT,Unit
2,AL0125004,13,156,,EPF,21.00,2,0.00,3102-324
5,AL0125004,13,156,FV,21.00
5,AL0125004,13,156,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,156,QTY,1
5,AL0125004,13,156,RATE,21
5,AL0125004,13,156,UNIT,Unit
2,AL0125004,13,157,,SOCSO,27.15,2,0.00,3102-324
5,AL0125004,13,157,FV,27.15
5,AL0125004,13,157,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,157,QTY,1
5,AL0125004,13,157,RATE,27.15
5,AL0125004,13,157,UNIT,Unit
2,AL0125004,13,158,,EIS,3.10,2,0.00,3102-324
5,AL0125004,13,158,FV,3.10
5,AL0125004,13,158,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,158,QTY,1
5,AL0125004,13,158,RATE,3.1
5,AL0125004,13,158,UNIT,Unit
2,AL0125004,13,159,,Admin Fee,162.79,1,13.02,3102-324
5,AL0125004,13,159,FV,162.79
5,AL0125004,13,159,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,159,QTY,1
5,AL0125004,13,159,RATE,162.79
5,AL0125004,13,159,UNIT,Unit
2,AL0125004,13,160,S,SAIDATUL SALWA BINTI AHMAD KAMAL (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,160,FV,0.00
5,AL0125004,13,160,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,160,QTY,0
5,AL0125004,13,160,RATE,0
5,AL0125004,13,160,UNIT,
2,AL0125004,13,161,,Back Pay NPL,70.81,2,0.00,3102-324
5,AL0125004,13,161,FV,70.81
5,AL0125004,13,161,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,161,QTY,1
5,AL0125004,13,161,RATE,70.81
5,AL0125004,13,161,UNIT,Unit
2,AL0125004,13,162,,EPF,11.00,2,0.00,3102-324
5,AL0125004,13,162,FV,11.00
5,AL0125004,13,162,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,162,QTY,1
5,AL0125004,13,162,RATE,11
5,AL0125004,13,162,UNIT,Unit
2,AL0125004,13,163,,SOCSO,1.50,2,0.00,3102-324
5,AL0125004,13,163,FV,1.50
5,AL0125004,13,163,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,163,QTY,1
5,AL0125004,13,163,RATE,1.5
5,AL0125004,13,163,UNIT,Unit
2,AL0125004,13,164,,EIS,0.20,2,0.00,3102-324
5,AL0125004,13,164,FV,0.20
5,AL0125004,13,164,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,164,QTY,1
5,AL0125004,13,164,RATE,0.2
5,AL0125004,13,164,UNIT,Unit
2,AL0125004,13,165,,Admin Fee,12.63,1,1.01,3102-324
5,AL0125004,13,165,FV,12.63
5,AL0125004,13,165,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,165,QTY,1
5,AL0125004,13,165,RATE,12.63
5,AL0125004,13,165,UNIT,Unit
2,AL0125004,13,166,,HRDF,0.71,2,0.00,3102-324
5,AL0125004,13,166,FV,0.71
5,AL0125004,13,166,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,166,QTY,1
5,AL0125004,13,166,RATE,0.71
5,AL0125004,13,166,UNIT,Unit
2,AL0125004,13,167,S,Ku Zafirah Binti Ku Azlan (MANUFACTURING TECHNICIAN),0.00,2,0.00,9999
5,AL0125004,13,167,FV,0.00
5,AL0125004,13,167,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,167,QTY,0
5,AL0125004,13,167,RATE,0
5,AL0125004,13,167,UNIT,
2,AL0125004,13,168,,Backpay NPL,288.06,2,0.00,3102-324
5,AL0125004,13,168,FV,288.06
5,AL0125004,13,168,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,168,QTY,3
5,AL0125004,13,168,RATE,96.02
5,AL0125004,13,168,UNIT,Unit
2,AL0125004,13,169,,EPF,39.00,2,0.00,3102-324
5,AL0125004,13,169,FV,39.00
5,AL0125004,13,169,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,169,QTY,1
5,AL0125004,13,169,RATE,39
5,AL0125004,13,169,UNIT,Unit
2,AL0125004,13,170,,SOCSO,4.35,2,0.00,3102-324
5,AL0125004,13,170,FV,4.35
5,AL0125004,13,170,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,170,QTY,1
5,AL0125004,13,170,RATE,4.35
5,AL0125004,13,170,UNIT,Unit
2,AL0125004,13,171,,EIS,0.50,2,0.00,3102-324
5,AL0125004,13,171,FV,0.50
5,AL0125004,13,171,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,171,QTY,1
5,AL0125004,13,171,RATE,0.5
5,AL0125004,13,171,UNIT,Unit
2,AL0125004,13,172,,Admin Fee,60.26,1,4.82,3102-324
5,AL0125004,13,172,FV,60.26
5,AL0125004,13,172,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,172,QTY,1
5,AL0125004,13,172,RATE,60.26
5,AL0125004,13,172,UNIT,Unit
2,AL0125004,13,173,,HRDF,2.88,2,0.00,3102-324
5,AL0125004,13,173,FV,2.88
5,AL0125004,13,173,PERIOD,1 Jan 2025-5 Jan 2025
5,AL0125004,13,173,QTY,1
5,AL0125004,13,173,RATE,2.88
5,AL0125004,13,173,UNIT,Unit
2,AL0125004,13,174,S,WAN FAZLIHANIS SHILA BINTI MOHD SAYID (Manufacturing Technician),0.00,2,0.00,9999
5,AL0125004,13,174,FV,0.00
5,AL0125004,13,174,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,174,QTY,0
5,AL0125004,13,174,RATE,0
5,AL0125004,13,174,UNIT,
2,AL0125004,13,175,,Back Pay NPL,589.50,2,0.00,3102-324
5,AL0125004,13,175,FV,589.50
5,AL0125004,13,175,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,175,QTY,5
5,AL0125004,13,175,RATE,117.9
5,AL0125004,13,175,UNIT,Unit
2,AL0125004,13,176,,EPF,78.00,2,0.00,3102-324
5,AL0125004,13,176,FV,78.00
5,AL0125004,13,176,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,176,QTY,1
5,AL0125004,13,176,RATE,78
5,AL0125004,13,176,UNIT,Unit
2,AL0125004,13,177,,SOCSO,9.65,2,0.00,3102-324
5,AL0125004,13,177,FV,9.65
5,AL0125004,13,177,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,177,QTY,1
5,AL0125004,13,177,RATE,9.65
5,AL0125004,13,177,UNIT,Unit
2,AL0125004,13,178,,EIS,1.10,2,0.00,3102-324
5,AL0125004,13,178,FV,1.10
5,AL0125004,13,178,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,178,QTY,1
5,AL0125004,13,178,RATE,1.1
5,AL0125004,13,178,UNIT,Unit
2,AL0125004,13,179,,Admin Fee,123.15,1,9.85,3102-324
5,AL0125004,13,179,FV,123.15
5,AL0125004,13,179,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,179,QTY,1
5,AL0125004,13,179,RATE,123.15
5,AL0125004,13,179,UNIT,Unit
2,AL0125004,13,180,,HRDF,5.90,2,0.00,3102-324
5,AL0125004,13,180,FV,5.90
5,AL0125004,13,180,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,180,QTY,1
5,AL0125004,13,180,RATE,5.9
5,AL0125004,13,180,UNIT,Unit
2,AL0125004,13,181,S,NUR AZZIANTIE BINTI MD SHUKRI (Manufacturing Technician),0.00,2,0.00,9999
5,AL0125004,13,181,FV,0.00
5,AL0125004,13,181,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,181,QTY,0
5,AL0125004,13,181,RATE,0
5,AL0125004,13,181,UNIT,
2,AL0125004,13,182,,Back Pay NPL,204.70,2,0.00,3102-324
5,AL0125004,13,182,FV,204.70
5,AL0125004,13,182,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,182,QTY,2
5,AL0125004,13,182,RATE,102.35
5,AL0125004,13,182,UNIT,Unit
2,AL0125004,13,183,,Back Pay Perfect Attendance,100.00,2,0.00,3102-324
5,AL0125004,13,183,FV,100.00
5,AL0125004,13,183,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,183,QTY,1
5,AL0125004,13,183,RATE,100
5,AL0125004,13,183,UNIT,Unit
2,AL0125004,13,184,,EPF,29.00,2,0.00,3102-324
5,AL0125004,13,184,FV,29.00
5,AL0125004,13,184,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,184,QTY,1
5,AL0125004,13,184,RATE,29
5,AL0125004,13,184,UNIT,Unit
2,AL0125004,13,185,,SOCSO,6.15,2,0.00,3102-324
5,AL0125004,13,185,FV,6.15
5,AL0125004,13,185,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,185,QTY,1
5,AL0125004,13,185,RATE,6.15
5,AL0125004,13,185,UNIT,Unit
2,AL0125004,13,186,,EIS,0.70,2,0.00,3102-324
5,AL0125004,13,186,FV,0.70
5,AL0125004,13,186,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,186,QTY,1
5,AL0125004,13,186,RATE,0.7
5,AL0125004,13,186,UNIT,Unit
2,AL0125004,13,187,,Admin Fee,61.67,1,4.93,3102-324
5,AL0125004,13,187,FV,61.67
5,AL0125004,13,187,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,187,QTY,1
5,AL0125004,13,187,RATE,61.67
5,AL0125004,13,187,UNIT,Unit
2,AL0125004,13,188,,HRDF,2.05,2,0.00,3102-324
5,AL0125004,13,188,FV,2.05
5,AL0125004,13,188,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,188,QTY,1
5,AL0125004,13,188,RATE,2.05
5,AL0125004,13,188,UNIT,Unit
2,AL0125004,13,189,S,PUNGGODI A/P LETCHUMANAN (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,189,FV,0.00
5,AL0125004,13,189,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,189,QTY,0
5,AL0125004,13,189,RATE,0
5,AL0125004,13,189,UNIT,
2,AL0125004,13,190,,Back Pay NPL,118.70,2,0.00,3102-324
5,AL0125004,13,190,FV,118.70
5,AL0125004,13,190,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,190,QTY,2
5,AL0125004,13,190,RATE,59.35
5,AL0125004,13,190,UNIT,Unit
2,AL0125004,13,191,,Back Pay Perfect Attendance,100.00,2,0.00,3102-324
5,AL0125004,13,191,FV,100.00
5,AL0125004,13,191,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,191,QTY,1
5,AL0125004,13,191,RATE,100
5,AL0125004,13,191,UNIT,Unit
2,AL0125004,13,192,,EPF,16.00,2,0.00,3102-324
5,AL0125004,13,192,FV,16.00
5,AL0125004,13,192,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,192,QTY,1
5,AL0125004,13,192,RATE,16
5,AL0125004,13,192,UNIT,Unit
2,AL0125004,13,193,,SOCSO,4.35,2,0.00,3102-324
5,AL0125004,13,193,FV,4.35
5,AL0125004,13,193,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,193,QTY,1
5,AL0125004,13,193,RATE,4.35
5,AL0125004,13,193,UNIT,Unit
2,AL0125004,13,194,,EIS,0.50,2,0.00,3102-324
5,AL0125004,13,194,FV,0.50
5,AL0125004,13,194,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,194,QTY,1
5,AL0125004,13,194,RATE,0.5
5,AL0125004,13,194,UNIT,Unit
2,AL0125004,13,195,,Admin Fee,36.11,1,2.89,3102-324
5,AL0125004,13,195,FV,36.11
5,AL0125004,13,195,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,195,QTY,1
5,AL0125004,13,195,RATE,36.11
5,AL0125004,13,195,UNIT,Unit
2,AL0125004,13,196,,HRDF,1.19,2,0.00,3102-324
5,AL0125004,13,196,FV,1.19
5,AL0125004,13,196,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,196,QTY,1
5,AL0125004,13,196,RATE,1.19
5,AL0125004,13,196,UNIT,Unit
2,AL0125004,13,197,S,NORAZWA BINTI BADARUDDIN (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,197,FV,0.00
5,AL0125004,13,197,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,197,QTY,0
5,AL0125004,13,197,RATE,0
5,AL0125004,13,197,UNIT,
2,AL0125004,13,198,,Back Pay NPL,469.70,2,0.00,3102-324
5,AL0125004,13,198,FV,469.70
5,AL0125004,13,198,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,198,QTY,7
5,AL0125004,13,198,RATE,67.1
5,AL0125004,13,198,UNIT,Unit
2,AL0125004,13,199,,EPF,63.00,2,0.00,3102-324
5,AL0125004,13,199,FV,63.00
5,AL0125004,13,199,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,199,QTY,1
5,AL0125004,13,199,RATE,63
5,AL0125004,13,199,UNIT,Unit
2,AL0125004,13,200,,SOCSO,7.85,2,0.00,3102-324
5,AL0125004,13,200,FV,7.85
5,AL0125004,13,200,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,200,QTY,1
5,AL0125004,13,200,RATE,7.85
5,AL0125004,13,200,UNIT,Unit
2,AL0125004,13,201,,EIS,0.90,2,0.00,3102-324
5,AL0125004,13,201,FV,0.90
5,AL0125004,13,201,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,201,QTY,1
5,AL0125004,13,201,RATE,0.9
5,AL0125004,13,201,UNIT,Unit
2,AL0125004,13,202,,Admin Fee,81.93,1,6.55,3102-324
5,AL0125004,13,202,FV,81.93
5,AL0125004,13,202,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,202,QTY,1
5,AL0125004,13,202,RATE,81.93
5,AL0125004,13,202,UNIT,Unit
2,AL0125004,13,203,,HRDF,4.70,2,0.00,3102-324
5,AL0125004,13,203,FV,4.70
5,AL0125004,13,203,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,203,QTY,1
5,AL0125004,13,203,RATE,4.7
5,AL0125004,13,203,UNIT,Unit
2,AL0125004,13,204,S,NORAZIRA BINTI NOORDIN (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,204,FV,0.00
5,AL0125004,13,204,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,204,QTY,0
5,AL0125004,13,204,RATE,0
5,AL0125004,13,204,UNIT,
2,AL0125004,13,205,,Backpay NPL,490.95,2,0.00,3102-324
5,AL0125004,13,205,FV,490.95
5,AL0125004,13,205,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,205,QTY,5
5,AL0125004,13,205,RATE,98.19
5,AL0125004,13,205,UNIT,Unit
2,AL0125004,13,206,,EPF,65.00,2,0.00,3102-324
5,AL0125004,13,206,FV,65.00
5,AL0125004,13,206,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,206,QTY,1
5,AL0125004,13,206,RATE,65
5,AL0125004,13,206,UNIT,Unit
2,AL0125004,13,207,,SOCSO,7.85,2,0.00,3102-324
5,AL0125004,13,207,FV,7.85
5,AL0125004,13,207,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,207,QTY,1
5,AL0125004,13,207,RATE,7.85
5,AL0125004,13,207,UNIT,Unit
2,AL0125004,13,208,,EIS,0.90,2,0.00,3102-324
5,AL0125004,13,208,FV,0.90
5,AL0125004,13,208,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,208,QTY,1
5,AL0125004,13,208,RATE,0.9
5,AL0125004,13,208,UNIT,Unit
2,AL0125004,13,209,,Admin Fee,85.44,1,6.84,3102-324
5,AL0125004,13,209,FV,85.44
5,AL0125004,13,209,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,209,QTY,1
5,AL0125004,13,209,RATE,85.44
5,AL0125004,13,209,UNIT,Unit
2,AL0125004,13,210,,HRDF,4.91,2,0.00,3102-324
5,AL0125004,13,210,FV,4.91
5,AL0125004,13,210,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,210,QTY,1
5,AL0125004,13,210,RATE,4.91
5,AL0125004,13,210,UNIT,Unit
2,AL0125004,13,211,S,Farihhin Binti Anuar (Manufacturing Operation S),0.00,2,0.00,9999
5,AL0125004,13,211,FV,0.00
5,AL0125004,13,211,PERIOD,1 Jan 2025-31 Jan 2025
5,AL0125004,13,211,QTY,0
5,AL0125004,13,211,RATE,0
5,AL0125004,13,211,UNIT,
2,AL0125004,13,212,,Over Time 1.5,475.20,2,0.00,3102-324
5,AL0125004,13,212,FV,475.20
