RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
2,NU0819006,23,706,"Auto Allowance /TS# /Job#200159619",24.19,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,707,"Auto Allowance /TS# /Job#200159731",217.74,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,708,"Auto Allowance /TS# /Job#200159732",217.74,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,709,"Auto Allowance /TS# /Job#200157418",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,710,"Auto Allowance /TS# /Job#200155637",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,711,"Auto Allowance /TS# /Job#200153226",177.42,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,712,"Auto Allowance /TS# /Job#200153224",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,713,"Auto Allowance /TS# /Job#200158583",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,714,"Auto Allowance /TS# /Job#200158594",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,715,"Auto Allowance /TS# /Job#200156785",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,716,"Auto Allowance /TS# /Job#200155514",250.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,717,"Bonus /TS# /Job#200149764",1900.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,718,"Day Shift Allowance /TS# /Job#200151851",21.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,719,"Day Shift Allowance /TS# /Job#200158946",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,720,"Day Shift Allowance /TS# /Job#200153982",91.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,721,"Day Shift Allowance /TS# /Job#200155062",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,722,"Day Shift Allowance /TS# /Job#200157749",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,723,"Day Shift Allowance /TS# /Job#200153951",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,724,"Day Shift Allowance /TS# /Job#200151852",7.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,725,"Day Shift Allowance /TS# /Job#200154675",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,726,"Day Shift Allowance /TS# /Job#200153981",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,727,"Day Shift Allowance /TS# /Job#200152434",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,728,"Day Shift Allowance /TS# /Job#200151119",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,729,"Day Shift Allowance /TS# /Job#200151855",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,730,"Day Shift Allowance /TS# /Job#200151850",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,731,"Day Shift Allowance /TS# /Job#200151854",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,732,"Day Shift Allowance /TS# /Job#200152425",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,733,"Day Shift Allowance /TS# /Job#200152436",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,734,"Day Shift Allowance /TS# /Job#200152432",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,735,"Day Shift Allowance /TS# /Job#200152433",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,736,"Day Shift Allowance /TS# /Job#200153235",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,737,"Day Shift Allowance /TS# /Job#200153212",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,738,"Day Shift Allowance /TS# /Job#200153228",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,739,"Day Shift Allowance /TS# /Job#200153213",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,740,"Day Shift Allowance /TS# /Job#200153229",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,741,"Day Shift Allowance /TS# /Job#200153223",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,742,"Day Shift Allowance /TS# /Job#200153234",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,743,"Day Shift Allowance /TS# /Job#200153230",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,744,"Day Shift Allowance /TS# /Job#200153984",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,745,"Day Shift Allowance /TS# /Job#200153986",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,746,"Day Shift Allowance /TS# /Job#200153980",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,747,"Day Shift Allowance /TS# /Job#200157682",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,748,"Day Shift Allowance /TS# /Job#200153964",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,749,"Day Shift Allowance /TS# /Job#200153959",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,750,"Day Shift Allowance /TS# /Job#200153976",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,751,"Day Shift Allowance /TS# /Job#200153952",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,752,"Day Shift Allowance /TS# /Job#200153963",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,753,"Day Shift Allowance /TS# /Job#200157684",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,754,"Day Shift Allowance /TS# /Job#200153954",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,755,"Day Shift Allowance /TS# /Job#200153958",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,756,"Day Shift Allowance /TS# /Job#200153979",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,757,"Day Shift Allowance /TS# /Job#200157681",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,758,"Day Shift Allowance /TS# /Job#200153970",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,759,"Day Shift Allowance /TS# /Job#200153961",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,760,"Day Shift Allowance /TS# /Job#200153955",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,761,"Day Shift Allowance /TS# /Job#200153960",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,762,"Day Shift Allowance /TS# /Job#200153983",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,763,"Day Shift Allowance /TS# /Job#200153972",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,764,"Day Shift Allowance /TS# /Job#200153957",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,765,"Day Shift Allowance /TS# /Job#200153953",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,766,"Day Shift Allowance /TS# /Job#200153966",91.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,767,"Day Shift Allowance /TS# /Job#200154676",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,768,"Day Shift Allowance /TS# /Job#200154465",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,769,"Day Shift Allowance /TS# /Job#200154476",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,770,"Day Shift Allowance /TS# /Job#200154677",126.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,771,"Day Shift Allowance /TS# /Job#200154467",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,772,"Day Shift Allowance /TS# /Job#200154473",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,773,"Day Shift Allowance /TS# /Job#200154679",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,774,"Day Shift Allowance /TS# /Job#200154682",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,775,"Day Shift Allowance /TS# /Job#200154472",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,776,"Day Shift Allowance /TS# /Job#200154468",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,777,"Day Shift Allowance /TS# /Job#200154687",7.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,778,"Day Shift Allowance /TS# /Job#200154686",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,779,"Day Shift Allowance /TS# /Job#200155242",196.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,780,"Day Shift Allowance /TS# /Job#200155241",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,781,"Day Shift Allowance /TS# /Job#200155251",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,782,"Day Shift Allowance /TS# /Job#200155068",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,783,"Day Shift Allowance /TS# /Job#200154684",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,784,"Day Shift Allowance /TS# /Job#200155244",147.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,785,"Day Shift Allowance /TS# /Job#200155249",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,786,"Day Shift Allowance /TS# /Job#200155278",14.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,787,"Day Shift Allowance /TS# /Job#200155243",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,788,"Day Shift Allowance /TS# /Job#200154849",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,789,"Day Shift Allowance /TS# /Job#200155246",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,790,"Day Shift Allowance /TS# /Job#200155061",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,791,"Day Shift Allowance /TS# /Job#200155063",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,792,"Day Shift Allowance /TS# /Job#200155064",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,793,"Day Shift Allowance /TS# /Job#200154700",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,794,"Day Shift Allowance /TS# /Job#200155066",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,795,"Day Shift Allowance /TS# /Job#200155508",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,796,"Day Shift Allowance /TS# /Job#200155507",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,797,"Day Shift Allowance /TS# /Job#200155524",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,798,"Day Shift Allowance /TS# /Job#200155511",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,799,"Day Shift Allowance /TS# /Job#200155517",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,800,"Day Shift Allowance /TS# /Job#200155521",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,801,"Day Shift Allowance /TS# /Job#200155570",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,802,"Day Shift Allowance /TS# /Job#200155515",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,803,"Day Shift Allowance /TS# /Job#200155523",161.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,804,"Day Shift Allowance /TS# /Job#200155518",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,805,"Day Shift Allowance /TS# /Job#200155516",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,806,"Day Shift Allowance /TS# /Job#200155512",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,807,"Day Shift Allowance /TS# /Job#200155522",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,808,"Day Shift Allowance /TS# /Job#200155635",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,809,"Day Shift Allowance /TS# /Job#200155633",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,810,"Day Shift Allowance /TS# /Job#200155639",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,811,"Day Shift Allowance /TS# /Job#200155629",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,812,"Day Shift Allowance /TS# /Job#200155631",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,813,"Day Shift Allowance /TS# /Job#200155638",105.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,814,"Day Shift Allowance /TS# /Job#200155636",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,815,"Day Shift Allowance /TS# /Job#200155630",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,816,"Day Shift Allowance /TS# /Job#200155632",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,817,"Day Shift Allowance /TS# /Job#200155628",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,818,"Day Shift Allowance /TS# /Job#200155959",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,819,"Day Shift Allowance /TS# /Job#200156022",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,820,"Day Shift Allowance /TS# /Job#200155962",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,821,"Day Shift Allowance /TS# /Job#200155960",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,822,"Day Shift Allowance /TS# /Job#200155964",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,823,"Day Shift Allowance /TS# /Job#200155956",112.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,824,"Day Shift Allowance /TS# /Job#200155967",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,825,"Day Shift Allowance /TS# /Job#200155968",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,826,"Day Shift Allowance /TS# /Job#200155965",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,827,"Day Shift Allowance /TS# /Job#200155961",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,828,"Day Shift Allowance /TS# /Job#200155957",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,829,"Day Shift Allowance /TS# /Job#200155955",105.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,830,"Day Shift Allowance /TS# /Job#200155973",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,831,"Day Shift Allowance /TS# /Job#200156304",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,832,"Day Shift Allowance /TS# /Job#200156302",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,833,"Day Shift Allowance /TS# /Job#200156303",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,834,"Day Shift Allowance /TS# /Job#200156305",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,835,"Day Shift Allowance /TS# /Job#200156308",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,836,"Day Shift Allowance /TS# /Job#200156393",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,837,"Day Shift Allowance /TS# /Job#200156392",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,838,"Day Shift Allowance /TS# /Job#200156689",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,839,"Day Shift Allowance /TS# /Job#200156787",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,840,"Day Shift Allowance /TS# /Job#200157422",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,841,"Day Shift Allowance /TS# /Job#200157419",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,842,"Day Shift Allowance /TS# /Job#200157420",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,843,"Day Shift Allowance /TS# /Job#200157426",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,844,"Day Shift Allowance /TS# /Job#200157423",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,845,"Day Shift Allowance /TS# /Job#200157421",42.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,846,"Day Shift Allowance /TS# /Job#200157416",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,847,"Day Shift Allowance /TS# /Job#200157424",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,848,"Day Shift Allowance /TS# /Job#200157417",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,849,"Day Shift Allowance /TS# /Job#200157752",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,850,"Day Shift Allowance /TS# /Job#200157745",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,851,"Day Shift Allowance /TS# /Job#200157748",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,852,"Day Shift Allowance /TS# /Job#200157746",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,853,"Day Shift Allowance /TS# /Job#200157743",98.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,854,"Day Shift Allowance /TS# /Job#200157740",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,855,"Day Shift Allowance /TS# /Job#200157427",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,856,"Day Shift Allowance /TS# /Job#200157739",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,857,"Day Shift Allowance /TS# /Job#200157105",56.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,858,"Day Shift Allowance /TS# /Job#200157107",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,859,"Day Shift Allowance /TS# /Job#200157118",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,860,"Day Shift Allowance /TS# /Job#200157121",91.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,861,"Day Shift Allowance /TS# /Job#200157122",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,862,"Day Shift Allowance /TS# /Job#200157124",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,863,"Day Shift Allowance /TS# /Job#200157126",91.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,864,"Day Shift Allowance /TS# /Job#200157130",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,865,"Day Shift Allowance /TS# /Job#200157131",63.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,866,"Day Shift Allowance /TS# /Job#200157132",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,867,"Day Shift Allowance /TS# /Job#200157134",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,868,"Day Shift Allowance /TS# /Job#200158208",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,869,"Day Shift Allowance /TS# /Job#200158197",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,870,"Day Shift Allowance /TS# /Job#200158195",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,871,"Day Shift Allowance /TS# /Job#200158204",84.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,872,"Day Shift Allowance /TS# /Job#200158198",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,873,"Day Shift Allowance /TS# /Job#200158193",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,874,"Day Shift Allowance /TS# /Job#200158196",70.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,875,"Day Shift Allowance /TS# /Job#200157113",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,876,"Day Shift Allowance /TS# /Job#200158592",7.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,877,"Day Shift Allowance /TS# /Job#200158587",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,878,"Day Shift Allowance /TS# /Job#200158560",21.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,879,"Day Shift Allowance /TS# /Job#200158561",21.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,880,"Day Shift Allowance /TS# /Job#200158633",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,881,"Day Shift Allowance /TS# /Job#200158537",77.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,882,"Day Shift Allowance /TS# /Job#200159013",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,883,"Day Shift Allowance /TS# /Job#200158572",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,884,"Day Shift Allowance /TS# /Job#200158571",35.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
2,NU0819006,23,885,"Day Shift Allowance /TS# /Job#200158580",49.00,0,2,3103-104, /Batch #NU0819006 /Timesheet #,0.00,,,,,,,
